2016-12-10T18:36:19.305Z - error: uncaughtException: Cannot find module 'soap' date=Sat Dec 10 2016 10:36:19 GMT-0800 (Pacific Standard Time), pid=13464, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=31387648, heapTotal=18748496, heapUsed=11925688, loadavg=[0, 0, 0], uptime=585.8046925, trace=[column=15, file=module.js, function=Function.Module._resolveFilename, line=325, method=Module._resolveFilename, native=false, column=25, file=module.js, function=Function.Module._load, line=276, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=353, method=require, native=false, column=17, file=internal/module.js, function=require, line=12, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=, line=4, method=null, native=false, column=26, file=module.js, function=Module._compile, line=409, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=416, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=343, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=300, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=353, method=require, native=false], stack=[Error: Cannot find module 'soap',     at Function.Module._resolveFilename (module.js:325:15),     at Function.Module._load (module.js:276:25),     at Module.require (module.js:353:17),     at require (internal/module.js:12:17),     at Object.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:4:12),     at Module._compile (module.js:409:26),     at Object.Module._extensions..js (module.js:416:10),     at Module.load (module.js:343:32),     at Function.Module._load (module.js:300:12),     at Module.require (module.js:353:17)]
2016-12-10T18:37:00.033Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:37:00 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=52715520, heapTotal=38368336, heapUsed=22561104, loadavg=[0, 0, 0], uptime=626.5334846, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
2016-12-10T18:37:00.039Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:37:00 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=53555200, heapTotal=38368336, heapUsed=23010024, loadavg=[0, 0, 0], uptime=626.5430095, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
2016-12-10T18:38:59.573Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:38:59 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=53825536, heapTotal=38368336, heapUsed=23865888, loadavg=[0, 0, 0], uptime=746.0741732, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
2016-12-10T18:38:59.578Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:38:59 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=53878784, heapTotal=38368336, heapUsed=24123872, loadavg=[0, 0, 0], uptime=746.0816936, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
2016-12-10T18:40:59.554Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:40:59 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=53993472, heapTotal=38368336, heapUsed=24617360, loadavg=[0, 0, 0], uptime=866.0586587, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
2016-12-10T18:40:59.558Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:40:59 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=54038528, heapTotal=38368336, heapUsed=24870032, loadavg=[0, 0, 0], uptime=866.0621345, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
2016-12-10T18:42:50.060Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:42:50 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=54657024, heapTotal=38368336, heapUsed=26458232, loadavg=[0, 0, 0], uptime=976.5637649, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
2016-12-10T18:42:50.064Z - error: uncaughtException: Cannot read property 'calculateReturn' of null date=Sat Dec 10 2016 10:42:50 GMT-0800 (Pacific Standard Time), pid=13564, uid=null, gid=null, cwd=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client, execPath=c:\program files\nodejs\node.exe, version=v4.5.0, argv=[c:\program files\nodejs\node.exe, C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\app.js], rss=54820864, heapTotal=38368336, heapUsed=26709864, loadavg=[0, 0, 0], uptime=976.5682769, trace=[column=27, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js, function=null, line=56, method=null, native=false, column=7, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=179, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=finish, line=408, method=null, native=false, column=12, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=parseSync, line=370, method=null, native=false, column=14, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js, function=null, line=346, method=null, native=false, column=5, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js, function=Request._callback, line=118, method=_callback, native=false, column=22, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=Request.self.callback, line=186, method=self.callback, native=false, column=13, file=events.js, function=emitTwo, line=87, method=null, native=false, column=7, file=events.js, function=Request.emit, line=172, method=emit, native=false, column=10, file=C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js, function=, line=1081, method=null, native=false], stack=[TypeError: Cannot read property 'calculateReturn' of null,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\routes\home.js:56:27,     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:179:7,     at finish (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:408:5),     at parseSync (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:370:12),     at C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\client.js:346:14,     at Request._callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\lib\http.js:118:5),     at Request.self.callback (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:186:22),     at emitTwo (events.js:87:13),     at Request.emit (events.js:172:7),     at Request.<anonymous> (C:\Users\pandy\Documents\GitHub\CMPE273\Lab3_ebay_Client\node_modules\soap\node_modules\request\request.js:1081:10)]
